startRequest;endResponse
422126;422127;1.01
422173;422174;1.01
422175;422176;1.01
422222;422223;1.01
422279;422280;1.01
422362;422363;1.01
422375;422376;1.01
422450;422451;1.01
422464;422465;1.01
422499;422500;1.01
422538;422539;1.01
422574;422575;1.01
422600;422601;1.01
422600;422602;1.621
422615;422616;1.01
422737;422738;1.01
422843;422844;1.01
422880;422881;1.01
422881;422882;1.39446
422977;422978;1.01
423018;423019;1.01
423041;423042;1.01
423079;423080;1.01
423088;423089;1.01
423156;423157;1.01
423191;423192;1.01
423264;423265;1.01
423370;423371;1.01
423403;423404;1.01
423421;423422;1.01
423446;423447;1.01
423452;423453;1.01
423456;423457;1.01
423466;423467;1.01
423507;423508;1.01
423541;423542;1.01
423612;423613;1.01
423634;423635;1.01
423647;423648;1.01
423650;423651;1.01
423659;423660;1.01
423780;423781;1.01
423861;423862;1.01
423940;423941;1.01
423995;423996;1.01
424004;424005;1.01
424027;424028;1.01
424085;424086;1.01
424206;424207;1.01
424264;424265;1.01
424271;424272;1.01
424310;424311;1.01
424472;424473;1.01
424580;424581;1.01
424592;424593;1.01
424657;424658;1.01
424664;424665;1.01
424677;424678;1.01
424682;424683;1.01
424686;424687;1.01
424706;424707;1.01
424745;424746;1.01
424786;424787;1.01
424800;424801;1.01
424846;424847;1.01
424860;424861;1.01
424867;424868;1.01
424882;424883;1.01
424895;424896;1.01
425128;425129;1.01
425196;425197;1.01
425212;425213;1.01
425222;425223;1.01
425250;425251;1.01
425271;425272;1.01
425282;425283;1.01
425318;425319;1.01
425401;425402;1.01
425439;425440;1.01
425439;425441;1.80136
425462;425463;1.01
425546;425547;1.01
425612;425613;1.01
425647;425648;1.01
425669;425670;1.01
425930;425931;1.01
425982;425983;1.01
426120;426121;1.01
426168;426169;1.01
426219;426220;1.01
426231;426232;1.01
426241;426242;1.01
426279;426280;1.01
426292;426293;1.01
426311;426312;1.01
426418;426419;1.01
426444;426445;1.01
426454;426455;1.01
426475;426476;1.01
426482;426483;1.01
426522;426523;1.01
426539;426540;1.01
426589;426590;1.01
426610;426611;1.01
426618;426619;1.01
426619;426620;1.01
426621;426622;1.01
426639;426640;1.01
426680;426681;1.01
426760;426761;1.01
426960;426961;1.01
426997;426998;1.01
427011;427012;1.01
427090;427091;1.01
427173;427174;1.01
427225;427226;1.01
427299;427300;1.01
427314;427315;1.01
427384;427385;1.01
427466;427467;1.01
427503;427504;1.01
427590;427591;1.01
427637;427638;1.01
427673;427674;1.01
427705;427706;1.01
427718;427719;1.01
427730;427731;1.01
427794;427795;1.01
427905;427906;1.01
427994;427995;1.01
428015;428016;1.01
428065;428066;1.01
428097;428098;1.01
428110;428111;1.01
428129;428130;1.01
428132;428133;1.01
428145;428146;1.01
428193;428194;1.01
428243;428244;1.01
428284;428285;1.01
428322;428323;1.01
428353;428354;1.01
428483;428484;1.01
428544;428545;1.01
428585;428586;1.01
428615;428616;1.01
428654;428656;1.01
428680;428681;1.01
428725;428726;1.01
428749;428750;1.01
428771;428772;1.01
428776;428777;1.01
428895;428896;1.01
428925;428926;1.01
428942;428943;1.01
429033;429034;1.01
429162;429163;1.01
429202;429203;1.01
429227;429228;1.01
429292;429293;1.01
429511;429512;1.01
429642;429643;1.01
429684;429685;1.01
429772;429773;1.01
429805;429806;1.01
429833;429834;1.01
429889;429890;1.01
429953;429954;1.01
430064;430065;1.01
430163;430164;1.01
430171;430172;1.01
430238;430239;1.01
430353;430354;1.01
430377;430378;1.01
430399;430400;1.01
430431;430432;1.01
430431;430433;1.4195
430432;430434;1.30021
430443;430444;1.01
430465;430466;1.01
430599;430600;1.01
430614;430615;1.01
430624;430625;1.01
430657;430658;1.01
430689;430690;1.01
430696;430697;1.01
430745;430746;1.01
430864;430865;1.01
430889;430890;1.01
430927;430928;1.01
430983;430985;1.01
431128;431129;1.01
431181;431182;1.01
431195;431196;1.01
431229;431230;1.01
431233;431234;1.01
431311;431312;1.01
431341;431342;1.01
431401;431402;1.01
431511;431512;1.01
431522;431523;1.01
431534;431535;1.01
431750;431751;1.01
431884;431885;1.01
431887;431888;1.01
431931;431932;1.01
431953;431954;1.01
432023;432024;1.01
432068;432069;1.01
432118;432119;1.01
432122;432123;1.01
432261;432262;1.01
432304;432305;1.01
432361;432362;1.01
432366;432367;1.01
432409;432410;1.01
432414;432415;1.01
432434;432435;1.01
432465;432466;1.01
432492;432493;1.01
432492;432494;1.58016
432642;432643;1.01
432682;432683;1.01
432751;432752;1.01
432761;432762;1.01
432767;432768;1.01
432851;432852;1.01
432877;432878;1.01
432887;432888;1.01
432889;432890;1.01
432939;432940;1.01
432999;433000;1.01
433171;433172;1.01
433180;433181;1.01
433208;433209;1.01
433273;433274;1.01
433292;433293;1.01
433329;433330;1.01
433470;433471;1.01
433492;433493;1.01
433506;433507;1.01
433510;433511;1.01
433553;433554;1.01
433555;433556;1.01
433580;433581;1.01
433676;433677;1.01
433711;433712;1.01
433819;433820;1.01
433923;433924;1.01
433940;433941;1.01
434125;434126;1.01
434132;434133;1.01
434145;434146;1.01
434167;434168;1.01
434219;434220;1.01
434278;434279;1.01
434374;434375;1.01
434389;434390;1.01
434444;434445;1.01
434498;434499;1.01
434572;434573;1.01
434581;434582;1.01
434587;434588;1.01
434604;434605;1.01
434604;434606;1.2614
434633;434634;1.01
434672;434673;1.01
434673;434674;1.15224
434674;434675;1.19134
434805;434806;1.01
434859;434860;1.01
434864;434865;1.01
434868;434869;1.01
434882;434883;1.01
434912;434913;1.01
434926;434927;1.01
434937;434938;1.01
434945;434946;1.01
435047;435048;1.01
435067;435068;1.01
435107;435108;1.01
435212;435213;1.01
435240;435241;1.01
435243;435244;1.01
435291;435292;1.01
435318;435319;1.01
435328;435329;1.01
435340;435341;1.01
435378;435379;1.01
435379;435380;1.18365
435413;435414;1.01
435427;435428;1.01
435445;435446;1.01
435473;435474;1.01
435535;435536;1.01
435590;435591;1.01
435618;435619;1.01
435633;435634;1.01
435678;435679;1.01
435746;435747;1.01
435785;435787;1.01
435790;435791;1.01
435845;435846;1.01
435848;435849;1.01
435878;435879;1.01
435880;435881;1.01
435921;435922;1.01
436009;436010;1.01
436019;436020;1.01
436091;436092;1.01
436119;436120;1.01
436126;436127;1.01
436193;436194;1.01
436205;436206;1.01
436228;436229;1.01
436254;436255;1.01
436297;436298;1.01
436330;436331;1.01
436343;436344;1.01
436371;436372;1.01
436399;436400;1.01
436591;436592;1.01
436664;436665;1.01
436682;436683;1.01
436714;436715;1.01
436737;436738;1.01
436800;436801;1.01
436834;436835;1.01
436920;436921;1.01
437008;437009;1.01
437025;437026;1.01
437097;437098;1.01
437206;437207;1.01
437209;437210;1.01
437248;437249;1.01
437326;437327;1.01
437384;437385;1.01
437396;437397;1.01
437412;437413;1.01
437459;437460;1.01
437496;437497;1.01
437506;437507;1.01
437634;437635;1.01
437715;437716;1.01
437715;437717;1.88146
437736;437737;1.01
437782;437783;1.01
437807;437808;1.01
437813;437814;1.01
437824;437825;1.01
437835;437836;1.01
437978;437979;1.01
437985;437986;1.01
438006;438007;1.01
438066;438067;1.01
438083;438084;1.01
438158;438159;1.01
438245;438246;1.01
438251;438252;1.01
438314;438315;1.01
438329;438330;1.01
438366;438367;1.01
438445;438446;1.01
438509;438510;1.01
438596;438597;1.01
438625;438626;1.01
438745;438746;1.01
438869;438871;1.01
438914;438915;1.01
438918;438919;1.01
438929;438930;1.01
438977;438978;1.01
438985;438986;1.01
438991;438992;1.01
439052;439053;1.01
439124;439125;1.01
439132;439133;1.01
439144;439145;1.01
439148;439149;1.01
439207;439208;1.01
439212;439213;1.01
439270;439271;1.01
439296;439297;1.01
439302;439303;1.01
439342;439343;1.01
439356;439357;1.01
439378;439379;1.01
439420;439421;1.01
439434;439435;1.01
439451;439452;1.01
439512;439513;1.01
439520;439521;1.01
439542;439543;1.01
439563;439564;1.01
439631;439632;1.01
439653;439654;1.01
439653;439655;1.68231
439717;439718;1.01
439719;439720;1.01
439729;439730;1.01
439735;439736;1.01
439802;439803;1.01
439985;439986;1.01
439993;439994;1.01
440057;440058;1.01
440069;440070;1.01
440080;440081;1.01
440135;440136;1.01
440337;440338;1.01
440338;440339;1.01
440347;440348;1.01
440469;440470;1.01
440498;440499;1.01
440551;440552;1.01
440581;440582;1.01
440616;440617;1.01
440695;440696;1.01
440733;440734;1.01
440768;440769;1.01
440771;440772;1.01
440881;440882;1.01
440913;440914;1.01
440983;440984;1.01
441026;441027;1.01
441031;441032;1.01
441040;441041;1.01
441079;441080;1.01
441091;441092;1.01
441131;441132;1.01
441170;441171;1.01
441215;441216;1.01
441217;441218;1.01
441249;441250;1.01
441263;441264;1.01
441288;441289;1.01
441301;441302;1.01
441328;441329;1.01
441371;441372;1.01
441495;441496;1.01
441543;441544;1.01
441560;441561;1.01
441562;441563;1.01
441570;441571;1.01
441572;441573;1.01
441625;441626;1.01
441667;441668;1.01
441718;441719;1.01
441721;441722;1.01
441739;441740;1.01
441808;441809;1.01
441809;441810;1.01
441912;441913;1.01
441982;441983;1.01
441998;441999;1.01
442017;442018;1.01
442153;442154;1.01
442168;442169;1.01
442242;442243;1.01
442270;442272;1.01
442272;442273;1.01
442335;442336;1.01
442359;442360;1.01
442374;442375;1.01
442396;442397;1.01
442407;442408;1.01
442457;442458;1.01
442474;442475;1.01
442515;442516;1.01
442531;442532;1.01
442560;442561;1.01
442562;442563;1.01
442614;442615;1.01
442625;442626;1.01
442674;442675;1.01
442675;442676;1.21364
442688;442689;1.01
442713;442714;1.01
442730;442731;1.01
442753;442754;1.01
442756;442757;1.01
442777;442778;1.01
442961;442962;1.01
442988;442989;1.01
442994;442995;1.01
442996;442997;1.01
443031;443032;1.01
443065;443066;1.01
443183;443184;1.01
443211;443212;1.01
443234;443235;1.01
443240;443241;1.01
443255;443256;1.01
443273;443274;1.01
443377;443378;1.01
443383;443384;1.01
443421;443422;1.01
443422;443423;1.01
443425;443426;1.01
443547;443548;1.01
443693;443694;1.01
443712;443713;1.01
443783;443784;1.01
443793;443794;1.01
443839;443840;1.01
443883;443884;1.01
443934;443935;1.01
443936;443937;1.01
444008;444009;1.01
444015;444016;1.01
444057;444058;1.01
444061;444062;1.01
444100;444101;1.01
444123;444124;1.01
444158;444159;1.01
444182;444183;1.01
444229;444230;1.01
444267;444268;1.01
444325;444326;1.01
444340;444341;1.01
444347;444348;1.01
444391;444392;1.01
444412;444413;1.01
444425;444426;1.01
444434;444435;1.01
444516;444517;1.01
444531;444532;1.01
444698;444699;1.01
444766;444767;1.01
444784;444785;1.01
444829;444830;1.01
444857;444858;1.01
444896;444897;1.01
444966;444967;1.01
444999;445000;1.01
445083;445084;1.01
445098;445099;1.01
445128;445129;1.01
445224;445225;1.01
445260;445261;1.01
445280;445281;1.01
445311;445312;1.01
445329;445330;1.01
445352;445353;1.01
445405;445406;1.01
445485;445486;1.01
445501;445502;1.01
445503;445504;1.01
445525;445526;1.01
445604;445605;1.01
445613;445614;1.01
445705;445706;1.01
445790;445791;1.01
445797;445798;1.01
445848;445849;1.01
445870;445871;1.01
445890;445891;1.01
445915;445916;1.01
445925;445926;1.01
445937;445938;1.01
445948;445949;1.01
446140;446141;1.01
446164;446165;1.01
446286;446287;1.01
446373;446374;1.01
446476;446477;1.01
446664;446665;1.01
446671;446672;1.01
446692;446693;1.01
446711;446712;1.01
446725;446726;1.01
446727;446728;1.01
446739;446740;1.01
446927;446928;1.01
447012;447013;1.01
447069;447070;1.01
447168;447169;1.01
447217;447218;1.01
447343;447344;1.01
447481;447482;1.01
447601;447602;1.01
447665;447666;1.01
447676;447677;1.01
447677;447678;1.29136
447700;447701;1.01
447722;447723;1.01
447733;447734;1.01
447766;447767;1.01
447921;447922;1.01
447931;447932;1.01
448011;448012;1.01
448035;448036;1.01
448088;448089;1.01
448121;448122;1.01
448129;448130;1.01
448133;448134;1.01
448146;448147;1.01
448152;448153;1.01
448166;448167;1.01
448245;448246;1.01
448245;448247;1.41529
448260;448261;1.01
448294;448295;1.01
448351;448352;1.01
448376;448377;1.01
448423;448424;1.01
448437;448438;1.01
448477;448478;1.01
448611;448612;1.01
448636;448637;1.01
448746;448747;1.01
448749;448750;1.01
448755;448756;1.01
448756;448758;1.01
448892;448893;1.01
448981;448982;1.01
448999;449000;1.01
449190;449191;1.01
449317;449318;1.01
449598;449599;1.01
449652;449653;1.01
449678;449679;1.01
449684;449685;1.01
449721;449722;1.01
449721;449723;1.88474
449808;449809;1.01
449851;449852;1.01
449873;449874;1.01
449888;449889;1.01
449949;449950;1.01
449951;449952;1.01
450064;450065;1.01
450126;450127;1.01
450126;450128;1.18182
450195;450196;1.01
450271;450272;1.01
450278;450279;1.01
450341;450342;1.01
450417;450418;1.01
450434;450435;1.01
450558;450559;1.01
450563;450564;1.01
450579;450580;1.01
450591;450592;1.01
450614;450615;1.01
450633;450634;1.01
450660;450661;1.01
450665;450666;1.01
450717;450718;1.01
450718;450719;1.50228
450745;450746;1.01
450758;450759;1.01
450764;450765;1.01
450774;450775;1.01
450864;450866;1.01
450911;450912;1.01
450990;450991;1.01
450997;450998;1.01
451042;451043;1.01
451091;451092;1.01
451104;451105;1.01
451108;451109;1.01
451124;451125;1.01
451152;451153;1.01
451167;451168;1.01
451185;451186;1.01
451233;451234;1.01
451240;451241;1.01
451343;451344;1.01
451370;451371;1.01
451407;451408;1.01
451479;451480;1.01
451538;451539;1.01
451560;451561;1.01
451589;451590;1.01
451629;451630;1.01
451674;451675;1.01
451701;451702;1.01
451702;451703;1.43258
451803;451804;1.01
451838;451839;1.01
451883;451884;1.01
451930;451931;1.01
451996;451997;1.01
452015;452016;1.01
452023;452024;1.01
452032;452033;1.01
452061;452062;1.01
452071;452072;1.01
452117;452118;1.01
452233;452234;1.01
452237;452238;1.01
452282;452283;1.01
452327;452328;1.01
452327;452329;1.80093
452402;452403;1.01
452410;452411;1.01
452506;452507;1.01
452566;452567;1.01
452596;452597;1.01
452644;452645;1.01
452672;452673;1.01
452682;452683;1.01
452697;452698;1.01
452723;452724;1.01
452755;452756;1.01
452835;452836;1.01
452905;452906;1.01
452916;452917;1.01
452928;452929;1.01
452949;452950;1.01
453013;453014;1.01
453039;453040;1.01
453053;453054;1.01
453106;453107;1.01
453204;453205;1.01
453239;453240;1.01
453339;453340;1.01
453367;453368;1.01
453369;453370;1.01
453381;453382;1.01
453447;453448;1.01
453491;453492;1.01
453534;453535;1.01
453540;453541;1.01
453561;453562;1.01
453598;453599;1.01
453610;453611;1.01
453689;453690;1.01
453715;453716;1.01
453739;453740;1.01
453742;453743;1.01
453773;453774;1.01
453795;453796;1.01
453797;453798;1.01
453823;453824;1.01
453850;453851;1.01
453877;453878;1.01
453880;453881;1.01
453908;453909;1.01
453908;453910;1.61387
453931;453932;1.01
453940;453941;1.01
453970;453971;1.01
453987;453988;1.01
453999;454000;1.01
454037;454038;1.01
454047;454048;1.01
454176;454177;1.01
454187;454188;1.01
454211;454212;1.01
454283;454284;1.01
454329;454330;1.01
454331;454332;1.01
454364;454365;1.01
454369;454370;1.01
454388;454389;1.01
454429;454430;1.01
454438;454439;1.01
454447;454448;1.01
454465;454466;1.01
454484;454485;1.01
454576;454577;1.01
454656;454657;1.01
454657;454658;1.01
454702;454703;1.01
454757;454758;1.01
454776;454777;1.01
454808;454809;1.01
454847;454848;1.01
454853;454854;1.01
454854;454855;1.01
454945;454946;1.01
454973;454974;1.01
454994;454995;1.01
455123;455125;1.01
455135;455136;1.01
455171;455172;1.01
455187;455188;1.01
455193;455194;1.01
455243;455244;1.01
455243;455245;1.8728
455343;455344;1.01
455417;455418;1.01
455467;455468;1.01
455481;455482;1.01
455491;455492;1.01
455524;455525;1.01
455587;455588;1.01
455608;455609;1.01
455611;455612;1.01
455619;455620;1.01
455645;455646;1.01
455699;455700;1.01
455704;455705;1.01
455837;455838;1.01
455869;455870;1.01
455876;455877;1.01
455938;455939;1.01
455943;455944;1.01
455975;455976;1.01
456048;456049;1.01
456082;456083;1.01
456186;456187;1.01
456242;456243;1.01
456285;456286;1.01
456385;456386;1.01
456404;456405;1.01
456443;456444;1.01
456445;456446;1.01
456641;456642;1.01
456678;456679;1.01
456816;456817;1.01
456828;456829;1.01
456832;456833;1.01
456936;456937;1.01
457014;457015;1.01
457061;457062;1.01
457142;457143;1.01
457147;457148;1.01
457150;457151;1.01
457284;457285;1.01
457290;457291;1.01
457323;457324;1.01
457354;457355;1.01
457383;457384;1.01
457394;457395;1.01
457419;457420;1.01
457436;457437;1.01
457466;457467;1.01
457549;457550;1.01
457632;457633;1.01
457651;457652;1.01
457678;457679;1.01
457698;457699;1.01
457754;457755;1.01
457783;457784;1.01
457798;457799;1.01
457817;457818;1.01
457819;457820;1.01
457945;457946;1.01
458022;458023;1.01
458024;458025;1.01
458035;458036;1.01
458062;458063;1.01
458075;458076;1.01
458081;458082;1.01
458174;458175;1.01
458225;458226;1.01
458268;458269;1.01
458312;458313;1.01
458352;458353;1.01
458375;458376;1.01
458379;458380;1.01
458434;458435;1.01
458529;458530;1.01
458588;458589;1.01
458638;458639;1.01
458708;458709;1.01
458857;458858;1.01
458894;458895;1.01
458943;458944;1.01
458956;458957;1.01
458976;458977;1.01
458987;458988;1.01
459051;459052;1.01
459052;459053;1.01
459072;459073;1.01
459140;459141;1.01
459154;459155;1.01
459187;459188;1.01
459303;459304;1.01
459376;459377;1.01
459393;459394;1.01
459415;459416;1.01
459491;459492;1.01
459512;459513;1.01
459518;459519;1.01
459638;459639;1.01
459733;459734;1.01
459735;459736;1.01
459784;459785;1.01
459795;459796;1.01
459801;459802;1.01
459813;459814;1.01
459837;459838;1.01
459876;459877;1.01
459881;459882;1.01
459913;459914;1.01
459916;459917;1.01
459927;459928;1.01
459927;459929;1.98811
459933;459934;1.01
459954;459955;1.01
459990;459991;1.01
459999;460000;1.01
460053;460054;1.01
460084;460085;1.01
460151;460152;1.01
460205;460206;1.01
460217;460218;1.01
460373;460374;1.01
460396;460397;1.01
460398;460399;1.01
460407;460408;1.01
460424;460425;1.01
460471;460472;1.01
460561;460562;1.01
460585;460586;1.01
460597;460598;1.01
460623;460624;1.01
460655;460656;1.01
460702;460703;1.01
460767;460768;1.01
460885;460886;1.01
460927;460928;1.01
460929;460930;1.01
460936;460937;1.01
461046;461047;1.01
461049;461050;1.01
461102;461103;1.01
461103;461104;1.01
461195;461196;1.01
461196;461197;1.01
461203;461204;1.01
461256;461257;1.01
461279;461280;1.01
461505;461506;1.01
461536;461537;1.01
461546;461547;1.01
461642;461643;1.01
461666;461667;1.01
461699;461700;1.01
461752;461753;1.01
461769;461770;1.01
461781;461782;1.01
461822;461823;1.01
461848;461849;1.01
461911;461912;1.01
461971;461972;1.01
461975;461976;1.01
462027;462028;1.01
462034;462035;1.01
462196;462197;1.01
462369;462370;1.01
462410;462411;1.01
462439;462440;1.01
462609;462610;1.01
462712;462713;1.01
462724;462725;1.01
462740;462741;1.01
462770;462771;1.01
462816;462817;1.01
462827;462828;1.01
462869;462870;1.01
462872;462873;1.01
462888;462889;1.01
462900;462901;1.01
462929;462930;1.01
462973;462974;1.01
463026;463027;1.01
463034;463035;1.01
463069;463070;1.01
463095;463096;1.01
463211;463212;1.01
463270;463271;1.01
463271;463272;1.01
463278;463279;1.01
463295;463296;1.01
463323;463324;1.01
463363;463364;1.01
463381;463382;1.01
463402;463403;1.01
463521;463522;1.01
463551;463552;1.01
463626;463627;1.01
463690;463691;1.01
463698;463699;1.01
463746;463747;1.01
463823;463824;1.01
464024;464025;1.01
464055;464056;1.01
464188;464189;1.01
464242;464244;1.01
464258;464259;1.01
464298;464299;1.01
464316;464317;1.01
464321;464322;1.01
464416;464417;1.01
464433;464434;1.01
464488;464489;1.01
464530;464531;1.01
464540;464542;1.01
464597;464598;1.01
464600;464601;1.01
464654;464655;1.01
464660;464661;1.01
464668;464669;1.01
464680;464681;1.01
464778;464779;1.01
464850;464851;1.01
464857;464858;1.01
464858;464859;1.83323
464863;464864;1.01
464990;464991;1.01
464990;464992;1.56022
465010;465011;1.01
465024;465025;1.01
465045;465046;1.01
465066;465067;1.01
465100;465101;1.01
465114;465115;1.01
465170;465171;1.01
465289;465290;1.01
465295;465296;1.01
465372;465373;1.01
465404;465405;1.01
465416;465417;1.01
465433;465434;1.01
465502;465503;1.01
465512;465513;1.01
465513;465514;1.01
465605;465606;1.01
465652;465653;1.01
465670;465671;1.01
465783;465784;1.01
465858;465859;1.01
465890;465891;1.01
465956;465957;1.01
465993;465994;1.01
465997;465998;1.01
466039;466040;1.01
466142;466143;1.01
466169;466171;1.01
466170;466172;1.97151
466175;466176;1.01
466214;466215;1.01
466251;466252;1.01
466255;466256;1.01
466332;466333;1.01
466338;466339;1.01
466364;466365;1.01
466426;466427;1.01
466461;466462;1.01
466470;466471;1.01
466474;466475;1.01
466570;466571;1.01
466656;466657;1.01
466673;466674;1.01
466674;466675;1.18184
466683;466684;1.01
466700;466701;1.01
466831;466832;1.01
466856;466857;1.01
466902;466903;1.01
466932;466933;1.01
466955;466956;1.01
466958;466959;1.01
466984;466985;1.01
467006;467007;1.01
467016;467017;1.01
467119;467120;1.01
467137;467139;1.01
467147;467148;1.01
467251;467252;1.01
467316;467317;1.01
467481;467482;1.01
467481;467483;1.82727
467523;467524;1.01
467564;467565;1.01
467697;467698;1.01
467714;467715;1.01
467728;467729;1.01
467830;467831;1.01
467902;467903;1.01
467921;467922;1.01
467958;467959;1.01
468033;468034;1.01
468067;468068;1.01
468075;468076;1.01
468092;468093;1.01
468101;468102;1.01
468105;468106;1.01
468200;468201;1.01
468206;468207;1.01
468215;468216;1.01
468255;468256;1.01
468304;468305;1.01
468368;468369;1.01
468384;468386;1.01
468436;468437;1.01
468570;468571;1.01
468591;468592;1.01
468634;468635;1.01
468668;468669;1.01
468673;468674;1.01
468684;468685;1.01
468779;468780;1.01
468809;468810;1.01
468826;468827;1.01
468857;468858;1.01
468876;468877;1.01
468967;468968;1.01
468985;468986;1.01
469006;469007;1.01
469056;469057;1.01
469069;469070;1.01
469308;469309;1.01
469385;469386;1.01
469416;469417;1.01
469447;469449;1.01
469469;469470;1.01
469505;469506;1.01
469509;469510;1.01
469517;469518;1.01
469526;469527;1.01
469553;469554;1.01
469559;469560;1.01
469560;469561;1.4671
469566;469567;1.01
469614;469615;1.01
469647;469648;1.01
469664;469665;1.01
469688;469689;1.01
469696;469697;1.01
469761;469762;1.01
469784;469785;1.01
469787;469788;1.01
469856;469857;1.01
469917;469918;1.01
469938;469939;1.01
470009;470010;1.01
470039;470040;1.01
470047;470048;1.01
470047;470049;1.74478
470073;470074;1.01
470219;470220;1.01
470232;470233;1.01
470410;470411;1.01
470414;470415;1.01
470449;470450;1.01
470603;470604;1.01
470609;470610;1.01
470626;470628;1.01
470719;470720;1.01
470719;470721;1.98412
470727;470728;1.01
470810;470811;1.01
470831;470832;1.01
470841;470842;1.01
470854;470855;1.01
470895;470896;1.01
471006;471007;1.01
471024;471025;1.01
471040;471041;1.01
471067;471068;1.01
471073;471074;1.01
471106;471107;1.01
471127;471128;1.01
471177;471178;1.01
471210;471211;1.01
471268;471269;1.01
471294;471295;1.01
471312;471313;1.01
471357;471358;1.01
471385;471386;1.01
471388;471389;1.01
471510;471511;1.01
471522;471523;1.01
471619;471620;1.01
471746;471747;1.01
471749;471750;1.01
471774;471775;1.01
471776;471777;1.01
471785;471786;1.01
471879;471880;1.01
471912;471913;1.01
471955;471956;1.01
471959;471960;1.01
472054;472055;1.01
472065;472066;1.01
472153;472154;1.01
472163;472164;1.01
472337;472338;1.01
472344;472345;1.01
472394;472395;1.01
472520;472521;1.01
472541;472542;1.01
472597;472598;1.01
472651;472652;1.01
472656;472657;1.01
472808;472809;1.01
472831;472832;1.01
472860;472861;1.01
472891;472892;1.01
472938;472939;1.01
472954;472955;1.01
472961;472962;1.01
473114;473115;1.01
473123;473125;1.01
473200;473201;1.01
473236;473237;1.01
473332;473333;1.01
473349;473350;1.01
473353;473354;1.01
473374;473375;1.01
473392;473393;1.01
473443;473444;1.01
473451;473452;1.01
473630;473631;1.01
473667;473668;1.01
473814;473815;1.01
473817;473818;1.01
473832;473833;1.01
473862;473863;1.01
473906;473907;1.01
473936;473937;1.01
473964;473965;1.01
473984;473985;1.01
473989;473990;1.01
474018;474019;1.01
474033;474034;1.01
474036;474037;1.01
474037;474038;1.01
474086;474087;1.01
474088;474089;1.01
474094;474095;1.01
474110;474111;1.01
474123;474124;1.01
474211;474212;1.01
474214;474215;1.01
474279;474280;1.01
474282;474283;1.01
474297;474298;1.01
474303;474304;1.01
474310;474311;1.01
474368;474369;1.01
474387;474388;1.01
474423;474424;1.01
474423;474425;1.97656
474455;474456;1.01
474517;474518;1.01
474533;474534;1.01
474558;474559;1.01
474558;474560;1.5912
474568;474569;1.01
474663;474664;1.01
474692;474693;1.01
474716;474717;1.01
474749;474750;1.01
474802;474803;1.01
474975;474976;1.01
475049;475050;1.01
475092;475093;1.01
475100;475101;1.01
475132;475133;1.01
475398;475399;1.01
475418;475419;1.01
475478;475479;1.01
475561;475562;1.01
475577;475578;1.01
475588;475589;1.01
475606;475608;1.01
475641;475642;1.01
475653;475654;1.01
475681;475682;1.01
475688;475689;1.01
475901;475902;1.01
475903;475905;1.01
476032;476033;1.01
476041;476042;1.01
476108;476109;1.01
476190;476191;1.01
476207;476208;1.01
476225;476226;1.01
476271;476272;1.01
476289;476291;1.01
476328;476329;1.01
476362;476363;1.01
476386;476387;1.01
476420;476421;1.01
476492;476493;1.01
476569;476570;1.01
476683;476684;1.01
476779;476780;1.01
476808;476809;1.01
476925;476926;1.01
477004;477005;1.01
477042;477043;1.01
477063;477064;1.01
477153;477154;1.01
477331;477332;1.01
477355;477356;1.01
477434;477435;1.01
477448;477449;1.01
477590;477591;1.01
477683;477684;1.01
477741;477742;1.01
477758;477759;1.01
477819;477820;1.01
477877;477878;1.01
477936;477937;1.01
477972;477973;1.01
478216;478217;1.01
478278;478279;1.01
478311;478312;1.01
478342;478343;1.01
478345;478346;1.01
478358;478359;1.01
478374;478375;1.01
478495;478496;1.01
478540;478541;1.01
478562;478563;1.01
478566;478567;1.01
478578;478579;1.01
478714;478715;1.01
478836;478837;1.01
478926;478927;1.01
479096;479097;1.01
479137;479138;1.01
479161;479162;1.01
479268;479269;1.01
479280;479281;1.01
479345;479346;1.01
479355;479356;1.01
479367;479368;1.01
479382;479383;1.01
479382;479384;1.36606
479414;479415;1.01
479428;479429;1.01
479457;479458;1.01
479527;479528;1.01
479556;479557;1.01
479564;479565;1.01
479568;479569;1.01
479584;479585;1.01
479593;479594;1.01
479661;479662;1.01
479773;479774;1.01
479788;479789;1.01
479801;479802;1.01
479987;479988;1.01
480018;480019;1.01
480062;480063;1.01
480076;480077;1.01
480081;480082;1.01
480093;480094;1.01
480124;480125;1.01
480220;480221;1.01
480232;480233;1.01
480261;480262;1.01
480278;480279;1.01
480294;480295;1.01
480306;480307;1.01
480355;480356;1.01
480372;480373;1.01
480389;480390;1.01
480389;480391;1.59628
480441;480442;1.01
480458;480459;1.01
480467;480468;1.01
480482;480483;1.01
480587;480588;1.01
480663;480664;1.01
480678;480679;1.01
480739;480740;1.01
480796;480797;1.01
480812;480813;1.01
480814;480815;1.01
480817;480818;1.01
480825;480826;1.01
480898;480899;1.01
480947;480948;1.01
481029;481030;1.01
481034;481035;1.01
481055;481056;1.01
481069;481070;1.01
481301;481302;1.01
481318;481319;1.01
481325;481326;1.01
481338;481339;1.01
481380;481381;1.01
481392;481393;1.01
481419;481420;1.01
481419;481421;1.87246
481516;481517;1.01
481641;481642;1.01
481649;481650;1.01
481663;481664;1.01
481686;481687;1.01
481702;481703;1.01
481723;481724;1.01
481740;481741;1.01
481745;481746;1.01
481877;481878;1.01
481977;481978;1.01
